,node,centrality,community,density
30265,21868,2,1,0.0018244609999929148
30268,10495,2,1,0.0018244609999929148
30275,12898,2,1,0.0018244609999929148
30287,10718,2,1,0.0018244609999929148
30288,29343,2,1,0.0018244609999929148
30296,29475,2,1,0.0018244609999929148
30298,5150,2,1,0.0018244609999929148
30299,10861,2,1,0.0018244609999929148
30305,34577,2,1,0.0018244609999929148
30307,36662,2,1,0.0018244609999929148
30308,34571,2,1,0.0018244609999929148
30322,29729,2,1,0.0018244609999929148
30324,20325,2,1,0.0018244609999929148
30325,32302,2,1,0.0018244609999929148
30328,30876,2,1,0.0018244609999929148
30331,15847,2,1,0.0018244609999929148
30336,13616,2,1,0.0018244609999929148
30339,36080,2,1,0.0018244609999929148
30354,6565,2,1,0.0018244609999929148
30365,29364,2,1,0.0018244609999929148
30366,12668,2,1,0.0018244609999929148
30367,27557,2,1,0.0018244609999929148
30380,10054,2,1,0.0018244609999929148
30388,26664,2,1,0.0018244609999929148
30420,24523,2,1,0.0018244609999929148
30450,16585,2,1,0.0018244609999929148
30539,10248,2,1,0.0018244609999929148
30566,28029,2,1,0.0018244609999929148
30571,34882,2,1,0.0018244609999929148
30630,10380,2,1,0.0018244609999929148
30711,7806,2,1,0.0018244609999929148
30782,10548,2,1,0.0018244609999929148
30812,30604,2,1,0.0018244609999929148
30813,28972,2,1,0.0018244609999929148
30817,36555,2,1,0.0018244609999929148
30847,37271,2,1,0.0018244609999929148
30848,26051,2,1,0.0018244609999929148
30865,28049,2,1,0.0018244609999929148
30868,29704,2,1,0.0018244609999929148
30872,10599,2,1,0.0018244609999929148
30874,19000,2,1,0.0018244609999929148
30886,10614,2,1,0.0018244609999929148
30887,14665,2,1,0.0018244609999929148
30910,34098,2,1,0.0018244609999929148
30915,35702,2,1,0.0018244609999929148
30967,34241,2,1,0.0018244609999929148
30984,10749,2,1,0.0018244609999929148
30988,10753,2,1,0.0018244609999929148
31009,32906,2,1,0.0018244609999929148
31068,16148,2,1,0.0018244609999929148
31069,10869,2,1,0.0018244609999929148
31071,10874,2,1,0.0018244609999929148
31082,10894,2,1,0.0018244609999929148
31102,13160,2,1,0.0018244609999929148
31140,18714,2,1,0.0018244609999929148
31164,11022,2,1,0.0018244609999929148
31173,14022,2,1,0.0018244609999929148
31181,11048,2,1,0.0018244609999929148
31266,16239,2,1,0.0018244609999929148
31288,11066,2,1,0.0018244609999929148
31299,28874,2,1,0.0018244609999929148
31307,11087,2,1,0.0018244609999929148
31332,11113,2,1,0.0018244609999929148
31345,20449,2,1,0.0018244609999929148
31372,11186,2,1,0.0018244609999929148
31375,5847,2,1,0.0018244609999929148
31469,26551,2,1,0.0018244609999929148
31476,3683,2,1,0.0018244609999929148
31480,13985,2,1,0.0018244609999929148
31490,26438,2,1,0.0018244609999929148
31494,3126,2,1,0.0018244609999929148
31501,19232,2,1,0.0018244609999929148
31512,30072,2,1,0.0018244609999929148
31553,11359,2,1,0.0018244609999929148
31564,27725,2,1,0.0018244609999929148
31577,26068,2,1,0.0018244609999929148
31585,22673,2,1,0.0018244609999929148
31625,11492,2,1,0.0018244609999929148
31646,11521,2,1,0.0018244609999929148
31650,26084,2,1,0.0018244609999929148
31659,11541,2,1,0.0018244609999929148
31675,12232,2,1,0.0018244609999929148
31707,27149,2,1,0.0018244609999929148
31743,11628,2,1,0.0018244609999929148
31747,12943,2,1,0.0018244609999929148
31816,30400,2,1,0.0018244609999929148
31836,24188,2,1,0.0018244609999929148
31867,27558,2,1,0.0018244609999929148
31917,11849,2,1,0.0018244609999929148
31954,31067,2,1,0.0018244609999929148
31964,26553,2,1,0.0018244609999929148
32058,12084,2,1,0.0018244609999929148
32074,12116,2,1,0.0018244609999929148
32161,12236,2,1,0.0018244609999929148
32180,14898,2,1,0.0018244609999929148
32188,28472,2,1,0.0018244609999929148
32190,12286,2,1,0.0018244609999929148
32191,29146,2,1,0.0018244609999929148
32230,31634,2,1,0.0018244609999929148
32325,12489,2,1,0.0018244609999929148
32328,15020,2,1,0.0018244609999929148
32331,20906,2,1,0.0018244609999929148
32332,18717,2,1,0.0018244609999929148
32339,15051,2,1,0.0018244609999929148
32343,32522,2,1,0.0018244609999929148
32344,23208,2,1,0.0018244609999929148
32362,12529,2,1,0.0018244609999929148
32389,29314,2,1,0.0018244609999929148
32395,12615,2,1,0.0018244609999929148
32405,34211,2,1,0.0018244609999929148
32437,13012,2,1,0.0018244609999929148
32479,12811,2,1,0.0018244609999929148
32489,12822,2,1,0.0018244609999929148
32514,12873,2,1,0.0018244609999929148
32524,30986,2,1,0.0018244609999929148
32566,12980,2,1,0.0018244609999929148
32570,12990,2,1,0.0018244609999929148
32572,19313,2,1,0.0018244609999929148
32588,11816,2,1,0.0018244609999929148
32590,24619,2,1,0.0018244609999929148
32618,20484,2,1,0.0018244609999929148
32619,31413,2,1,0.0018244609999929148
32637,18797,2,1,0.0018244609999929148
32649,13138,2,1,0.0018244609999929148
32652,13148,2,1,0.0018244609999929148
32653,13150,2,1,0.0018244609999929148
32662,13180,2,1,0.0018244609999929148
32675,13196,2,1,0.0018244609999929148
32712,14446,2,1,0.0018244609999929148
32714,29003,2,1,0.0018244609999929148
32715,26016,2,1,0.0018244609999929148
32718,27405,2,1,0.0018244609999929148
32733,33879,2,1,0.0018244609999929148
32746,13300,2,1,0.0018244609999929148
32764,36696,2,1,0.0018244609999929148
32790,13386,2,1,0.0018244609999929148
32823,13465,2,1,0.0018244609999929148
32833,13510,2,1,0.0018244609999929148
32836,16886,2,1,0.0018244609999929148
32868,24323,2,1,0.0018244609999929148
32909,13895,2,1,0.0018244609999929148
32917,31840,2,1,0.0018244609999929148
32951,36931,2,1,0.0018244609999929148
32955,14779,2,1,0.0018244609999929148
32965,19471,2,1,0.0018244609999929148
32975,21830,2,1,0.0018244609999929148
32976,19602,2,1,0.0018244609999929148
33028,27448,2,1,0.0018244609999929148
33047,14836,2,1,0.0018244609999929148
33114,14951,2,1,0.0018244609999929148
33156,13871,2,1,0.0018244609999929148
33171,31527,2,1,0.0018244609999929148
33178,32665,2,1,0.0018244609999929148
33192,13964,2,1,0.0018244609999929148
33198,13971,2,1,0.0018244609999929148
33206,13988,2,1,0.0018244609999929148
33213,34886,2,1,0.0018244609999929148
33215,16017,2,1,0.0018244609999929148
33299,14162,2,1,0.0018244609999929148
33319,28129,2,1,0.0018244609999929148
33331,14222,2,1,0.0018244609999929148
33347,24399,2,1,0.0018244609999929148
33376,26439,2,1,0.0018244609999929148
33381,14248,2,1,0.0018244609999929148
33396,27410,2,1,0.0018244609999929148
33398,14294,2,1,0.0018244609999929148
33430,19317,2,1,0.0018244609999929148
33459,32621,2,1,0.0018244609999929148
33469,19190,2,1,0.0018244609999929148
33470,25800,2,1,0.0018244609999929148
33525,25208,2,1,0.0018244609999929148
33567,24247,2,1,0.0018244609999929148
33604,14681,2,1,0.0018244609999929148
33615,14705,2,1,0.0018244609999929148
33629,17692,2,1,0.0018244609999929148
33651,18784,2,1,0.0018244609999929148
33672,19473,2,1,0.0018244609999929148
33674,3184,2,1,0.0018244609999929148
33676,22468,2,1,0.0018244609999929148
33687,36014,2,1,0.0018244609999929148
33698,35495,2,1,0.0018244609999929148
33716,21136,2,1,0.0018244609999929148
33810,15032,2,1,0.0018244609999929148
33811,27263,2,1,0.0018244609999929148
33856,27787,2,1,0.0018244609999929148
33876,15136,2,1,0.0018244609999929148
33926,32622,2,1,0.0018244609999929148
33988,1817,2,1,0.0018244609999929148
34015,15583,2,1,0.0018244609999929148
34043,15497,2,1,0.0018244609999929148
34138,20896,2,1,0.0018244609999929148
34175,23172,2,1,0.0018244609999929148
34182,15840,2,1,0.0018244609999929148
34186,11809,2,1,0.0018244609999929148
34194,33826,2,1,0.0018244609999929148
34204,23769,2,1,0.0018244609999929148
34223,31747,2,1,0.0018244609999929148
34235,32976,2,1,0.0018244609999929148
34241,16010,2,1,0.0018244609999929148
34253,25605,2,1,0.0018244609999929148
34265,4666,2,1,0.0018244609999929148
34273,25369,2,1,0.0018244609999929148
34280,16134,2,1,0.0018244609999929148
34312,20995,2,1,0.0018244609999929148
34321,25126,2,1,0.0018244609999929148
34339,19952,2,1,0.0018244609999929148
34342,16299,2,1,0.0018244609999929148
34358,37166,2,1,0.0018244609999929148
34361,17092,2,1,0.0018244609999929148
34372,16384,2,1,0.0018244609999929148
34390,36476,2,1,0.0018244609999929148
34403,16467,2,1,0.0018244609999929148
34435,20819,2,1,0.0018244609999929148
34445,24915,2,1,0.0018244609999929148
34449,17760,2,1,0.0018244609999929148
34522,16815,2,1,0.0018244609999929148
34525,16819,2,1,0.0018244609999929148
34534,34174,2,1,0.0018244609999929148
34535,16834,2,1,0.0018244609999929148
34537,16840,2,1,0.0018244609999929148
34545,16861,2,1,0.0018244609999929148
34601,32466,2,1,0.0018244609999929148
34610,17036,2,1,0.0018244609999929148
34618,37459,2,1,0.0018244609999929148
34661,17208,2,1,0.0018244609999929148
34678,17263,2,1,0.0018244609999929148
34680,28780,2,1,0.0018244609999929148
34682,21722,2,1,0.0018244609999929148
34693,22991,2,1,0.0018244609999929148
34714,3262,2,1,0.0018244609999929148
34763,17495,2,1,0.0018244609999929148
34777,34090,2,1,0.0018244609999929148
34780,17548,2,1,0.0018244609999929148
34813,23622,2,1,0.0018244609999929148
34850,17746,2,1,0.0018244609999929148
34854,27561,2,1,0.0018244609999929148
34862,32255,2,1,0.0018244609999929148
34877,17803,2,1,0.0018244609999929148
34900,24005,2,1,0.0018244609999929148
34911,32021,2,1,0.0018244609999929148
34933,27109,2,1,0.0018244609999929148
34937,8479,2,1,0.0018244609999929148
34971,4776,2,1,0.0018244609999929148
34973,37176,2,1,0.0018244609999929148
35003,18226,2,1,0.0018244609999929148
35006,32073,2,1,0.0018244609999929148
35023,25131,2,1,0.0018244609999929148
35027,18325,2,1,0.0018244609999929148
35035,18358,2,1,0.0018244609999929148
35071,34340,2,1,0.0018244609999929148
35077,34471,2,1,0.0018244609999929148
35090,18530,2,1,0.0018244609999929148
35118,24165,2,1,0.0018244609999929148
35119,24172,2,1,0.0018244609999929148
35125,13956,2,1,0.0018244609999929148
35131,33668,2,1,0.0018244609999929148
35165,18691,2,1,0.0018244609999929148
35174,18740,2,1,0.0018244609999929148
35181,23608,2,1,0.0018244609999929148
35186,18783,2,1,0.0018244609999929148
35193,19442,2,1,0.0018244609999929148
35196,29494,2,1,0.0018244609999929148
35206,31573,2,1,0.0018244609999929148
35211,18901,2,1,0.0018244609999929148
35273,31708,2,1,0.0018244609999929148
35306,22936,2,1,0.0018244609999929148
35351,34071,2,1,0.0018244609999929148
35364,25955,2,1,0.0018244609999929148
35444,19271,2,1,0.0018244609999929148
35533,21906,2,1,0.0018244609999929148
35541,36029,2,1,0.0018244609999929148
35551,19692,2,1,0.0018244609999929148
35560,31854,2,1,0.0018244609999929148
35567,8544,2,1,0.0018244609999929148
35572,19778,2,1,0.0018244609999929148
35618,19995,2,1,0.0018244609999929148
35629,28526,2,1,0.0018244609999929148
35640,20069,2,1,0.0018244609999929148
35643,2294,2,1,0.0018244609999929148
35678,20167,2,1,0.0018244609999929148
35682,20181,2,1,0.0018244609999929148
35685,20187,2,1,0.0018244609999929148
35696,20237,2,1,0.0018244609999929148
35713,20323,2,1,0.0018244609999929148
35738,20422,2,1,0.0018244609999929148
35751,13006,2,1,0.0018244609999929148
35760,20504,2,1,0.0018244609999929148
35778,20534,2,1,0.0018244609999929148
35786,28058,2,1,0.0018244609999929148
35802,20622,2,1,0.0018244609999929148
35821,20687,2,1,0.0018244609999929148
35834,20746,2,1,0.0018244609999929148
35838,37498,2,1,0.0018244609999929148
35855,20835,2,1,0.0018244609999929148
35869,34593,2,1,0.0018244609999929148
35891,25325,2,1,0.0018244609999929148
35924,28482,2,1,0.0018244609999929148
35944,22521,2,1,0.0018244609999929148
35962,24141,2,1,0.0018244609999929148
35994,18761,2,1,0.0018244609999929148
36000,13973,2,1,0.0018244609999929148
36012,33996,2,1,0.0018244609999929148
36013,21458,2,1,0.0018244609999929148
36023,21548,2,1,0.0018244609999929148
36024,24450,2,1,0.0018244609999929148
36056,21692,2,1,0.0018244609999929148
36074,20473,2,1,0.0018244609999929148
36086,1635,2,1,0.0018244609999929148
36114,21958,2,1,0.0018244609999929148
36141,22115,2,1,0.0018244609999929148
36174,22286,2,1,0.0018244609999929148
36182,30211,2,1,0.0018244609999929148
36183,35389,2,1,0.0018244609999929148
36187,33441,2,1,0.0018244609999929148
36196,22336,2,1,0.0018244609999929148
36200,29021,2,1,0.0018244609999929148
36205,22356,2,1,0.0018244609999929148
36211,3770,2,1,0.0018244609999929148
36228,22463,2,1,0.0018244609999929148
36257,26805,2,1,0.0018244609999929148
36258,23113,2,1,0.0018244609999929148
36259,16622,2,1,0.0018244609999929148
36261,19813,2,1,0.0018244609999929148
36267,14961,2,1,0.0018244609999929148
36300,31455,2,1,0.0018244609999929148
36322,22982,2,1,0.0018244609999929148
36343,23080,2,1,0.0018244609999929148
36378,29533,2,1,0.0018244609999929148
36401,23447,2,1,0.0018244609999929148
36428,12970,2,1,0.0018244609999929148
36429,24145,2,1,0.0018244609999929148
36430,28948,2,1,0.0018244609999929148
36433,31804,2,1,0.0018244609999929148
36434,34637,2,1,0.0018244609999929148
36436,27366,2,1,0.0018244609999929148
36445,22794,2,1,0.0018244609999929148
36476,504,2,1,0.0018244609999929148
36477,23715,2,1,0.0018244609999929148
36499,25150,2,1,0.0018244609999929148
36511,33277,2,1,0.0018244609999929148
36515,23943,2,1,0.0018244609999929148
36545,21627,2,1,0.0018244609999929148
36557,24121,2,1,0.0018244609999929148
36604,24439,2,1,0.0018244609999929148
36632,24554,2,1,0.0018244609999929148
36634,25591,2,1,0.0018244609999929148
36656,832,2,1,0.0018244609999929148
36658,24713,2,1,0.0018244609999929148
36690,24401,2,1,0.0018244609999929148
36725,28883,2,1,0.0018244609999929148
36749,27897,2,1,0.0018244609999929148
36796,25676,2,1,0.0018244609999929148
36818,33924,2,1,0.0018244609999929148
36830,28116,2,1,0.0018244609999929148
36834,26224,2,1,0.0018244609999929148
36855,9070,2,1,0.0018244609999929148
36856,26062,2,1,0.0018244609999929148
36858,35831,2,1,0.0018244609999929148
36876,29001,2,1,0.0018244609999929148
36879,4753,2,1,0.0018244609999929148
36891,26258,2,1,0.0018244609999929148
36892,26264,2,1,0.0018244609999929148
36912,37662,2,1,0.0018244609999929148
36943,12551,2,1,0.0018244609999929148
36949,26709,2,1,0.0018244609999929148
36972,34972,2,1,0.0018244609999929148
36984,26944,2,1,0.0018244609999929148
36997,27442,2,1,0.0018244609999929148
36999,30470,2,1,0.0018244609999929148
37010,31864,2,1,0.0018244609999929148
37013,27541,2,1,0.0018244609999929148
37014,32475,2,1,0.0018244609999929148
37026,27091,2,1,0.0018244609999929148
37046,6029,2,1,0.0018244609999929148
37058,27396,2,1,0.0018244609999929148
37059,27399,2,1,0.0018244609999929148
37087,27591,2,1,0.0018244609999929148
37096,27717,2,1,0.0018244609999929148
37122,27984,2,1,0.0018244609999929148
37143,37335,2,1,0.0018244609999929148
37153,15478,2,1,0.0018244609999929148
37185,37421,2,1,0.0018244609999929148
37213,29924,2,1,0.0018244609999929148
37214,28891,2,1,0.0018244609999929148
37222,37625,2,1,0.0018244609999929148
37242,31707,2,1,0.0018244609999929148
37245,34488,2,1,0.0018244609999929148
37264,29154,2,1,0.0018244609999929148
37307,27086,2,1,0.0018244609999929148
37314,32619,2,1,0.0018244609999929148
37319,32198,2,1,0.0018244609999929148
37321,29674,2,1,0.0018244609999929148
37327,30292,2,1,0.0018244609999929148
37328,30363,2,1,0.0018244609999929148
37336,31499,2,1,0.0018244609999929148
37338,34464,2,1,0.0018244609999929148
37340,31787,2,1,0.0018244609999929148
37343,5132,2,1,0.0018244609999929148
37353,32962,2,1,0.0018244609999929148
37355,33053,2,1,0.0018244609999929148
37358,33320,2,1,0.0018244609999929148
37365,22846,2,1,0.0018244609999929148
37367,34321,2,1,0.0018244609999929148
37368,34446,2,1,0.0018244609999929148
37369,31877,2,1,0.0018244609999929148
37372,34663,2,1,0.0018244609999929148
37373,35480,2,1,0.0018244609999929148
37375,33818,2,1,0.0018244609999929148
37378,35425,2,1,0.0018244609999929148
37393,26812,2,1,0.0018244609999929148
37394,36302,2,1,0.0018244609999929148
37416,37641,2,1,0.0018244609999929148
37481,34966,2,1,0.0018244609999929148
37507,35620,2,1,0.0018244609999929148
37546,22220,2,1,0.0018244609999929148
37612,171,2,1,0.0018244609999929148
37646,24371,2,1,0.0018244609999929148
37657,35565,2,1,0.0018244609999929148
37661,34927,2,1,0.0018244609999929148
257,24094,3,1,0.0018244609999929148
822,65,3,1,0.0018244609999929148
1563,15394,3,1,0.0018244609999929148
1634,16567,3,1,0.0018244609999929148
1917,30836,3,1,0.0018244609999929148
2325,248,3,1,0.0018244609999929148
2638,307,3,1,0.0018244609999929148
2870,22294,3,1,0.0018244609999929148
3087,15734,3,1,0.0018244609999929148
3381,32760,3,1,0.0018244609999929148
3383,24764,3,1,0.0018244609999929148
3450,32984,3,1,0.0018244609999929148
3469,29981,3,1,0.0018244609999929148
3541,37632,3,1,0.0018244609999929148
3839,35833,3,1,0.0018244609999929148
3899,36689,3,1,0.0018244609999929148
3958,9691,3,1,0.0018244609999929148
3960,4061,3,1,0.0018244609999929148
3984,36745,3,1,0.0018244609999929148
4016,16757,3,1,0.0018244609999929148
4062,33008,3,1,0.0018244609999929148
4072,11624,3,1,0.0018244609999929148
4073,13098,3,1,0.0018244609999929148
4141,24078,3,1,0.0018244609999929148
4309,505,3,1,0.0018244609999929148
4626,18765,3,1,0.0018244609999929148
4691,564,3,1,0.0018244609999929148
5031,14982,3,1,0.0018244609999929148
5097,30727,3,1,0.0018244609999929148
5132,649,3,1,0.0018244609999929148
5175,659,3,1,0.0018244609999929148
5249,34697,3,1,0.0018244609999929148
5268,6061,3,1,0.0018244609999929148
6296,7905,3,1,0.0018244609999929148
6402,18140,3,1,0.0018244609999929148
6790,15838,3,1,0.0018244609999929148
6910,906,3,1,0.0018244609999929148
7191,33634,3,1,0.0018244609999929148
7225,9967,3,1,0.0018244609999929148
7577,2467,3,1,0.0018244609999929148
7710,30349,3,1,0.0018244609999929148
7841,25232,3,1,0.0018244609999929148
7860,17575,3,1,0.0018244609999929148
7923,20845,3,1,0.0018244609999929148
7955,17554,3,1,0.0018244609999929148
8063,1044,3,1,0.0018244609999929148
8067,1047,3,1,0.0018244609999929148
8276,18201,3,1,0.0018244609999929148
8299,31108,3,1,0.0018244609999929148
8468,10467,3,1,0.0018244609999929148
8696,13530,3,1,0.0018244609999929148
8697,16755,3,1,0.0018244609999929148
8801,1128,3,1,0.0018244609999929148
8828,1140,3,1,0.0018244609999929148
8927,36462,3,1,0.0018244609999929148
8978,29108,3,1,0.0018244609999929148
8983,30964,3,1,0.0018244609999929148
9003,16319,3,1,0.0018244609999929148
9030,35373,3,1,0.0018244609999929148
9054,28519,3,1,0.0018244609999929148
9105,1176,3,1,0.0018244609999929148
9141,22637,3,1,0.0018244609999929148
9614,18574,3,1,0.0018244609999929148
9732,1310,3,1,0.0018244609999929148
9856,22529,3,1,0.0018244609999929148
10043,9485,3,1,0.0018244609999929148
10192,12408,3,1,0.0018244609999929148
10256,27134,3,1,0.0018244609999929148
10287,10722,3,1,0.0018244609999929148
10356,1449,3,1,0.0018244609999929148
10418,1462,3,1,0.0018244609999929148
10465,1475,3,1,0.0018244609999929148
10467,1477,3,1,0.0018244609999929148
11358,30484,3,1,0.0018244609999929148
11550,35355,3,1,0.0018244609999929148
11699,17393,3,1,0.0018244609999929148
12181,13351,3,1,0.0018244609999929148
12318,16028,3,1,0.0018244609999929148
12410,4733,3,1,0.0018244609999929148
12675,33588,3,1,0.0018244609999929148
14268,20026,3,1,0.0018244609999929148
14489,1560,3,1,0.0018244609999929148
14494,31201,3,1,0.0018244609999929148
14501,4260,3,1,0.0018244609999929148
14508,1567,3,1,0.0018244609999929148
14730,1602,3,1,0.0018244609999929148
14757,6728,3,1,0.0018244609999929148
14870,11572,3,1,0.0018244609999929148
14990,23940,3,1,0.0018244609999929148
15079,4602,3,1,0.0018244609999929148
15169,19543,3,1,0.0018244609999929148
15191,34422,3,1,0.0018244609999929148
15205,20624,3,1,0.0018244609999929148
15237,1760,3,1,0.0018244609999929148
15248,25060,3,1,0.0018244609999929148
15260,6828,3,1,0.0018244609999929148
15333,312,3,1,0.0018244609999929148
15367,33887,3,1,0.0018244609999929148
15414,1823,3,1,0.0018244609999929148
15518,13982,3,1,0.0018244609999929148
15601,18678,3,1,0.0018244609999929148
15737,17507,3,1,0.0018244609999929148
15744,36983,3,1,0.0018244609999929148
15815,1953,3,1,0.0018244609999929148
15817,20141,3,1,0.0018244609999929148
15875,1978,3,1,0.0018244609999929148
16164,7076,3,1,0.0018244609999929148
16177,17671,3,1,0.0018244609999929148
16276,21484,3,1,0.0018244609999929148
16282,23876,3,1,0.0018244609999929148
16476,27271,3,1,0.0018244609999929148
16526,32431,3,1,0.0018244609999929148
16642,2112,3,1,0.0018244609999929148
16681,32326,3,1,0.0018244609999929148
16696,27471,3,1,0.0018244609999929148
16703,36258,3,1,0.0018244609999929148
16704,36723,3,1,0.0018244609999929148
16874,2169,3,1,0.0018244609999929148
16994,2224,3,1,0.0018244609999929148
17001,24861,3,1,0.0018244609999929148
17034,16780,3,1,0.0018244609999929148
17035,26984,3,1,0.0018244609999929148
17155,17319,3,1,0.0018244609999929148
17178,2479,3,1,0.0018244609999929148
17283,34995,3,1,0.0018244609999929148
17284,13435,3,1,0.0018244609999929148
17459,20640,3,1,0.0018244609999929148
17482,6847,3,1,0.0018244609999929148
17492,399,3,1,0.0018244609999929148
17588,37397,3,1,0.0018244609999929148
17661,32865,3,1,0.0018244609999929148
17694,23031,3,1,0.0018244609999929148
17696,26966,3,1,0.0018244609999929148
18047,2546,3,1,0.0018244609999929148
18119,5336,3,1,0.0018244609999929148
18161,13066,3,1,0.0018244609999929148
18277,8129,3,1,0.0018244609999929148
18290,24265,3,1,0.0018244609999929148
18301,16312,3,1,0.0018244609999929148
18323,6617,3,1,0.0018244609999929148
18361,35737,3,1,0.0018244609999929148
18364,30065,3,1,0.0018244609999929148
18391,2652,3,1,0.0018244609999929148
18462,2685,3,1,0.0018244609999929148
18463,24034,3,1,0.0018244609999929148
18600,35044,3,1,0.0018244609999929148
18916,33323,3,1,0.0018244609999929148
18964,22430,3,1,0.0018244609999929148
18984,27073,3,1,0.0018244609999929148
19418,9693,3,1,0.0018244609999929148
19460,20595,3,1,0.0018244609999929148
19471,9154,3,1,0.0018244609999929148
19484,18493,3,1,0.0018244609999929148
19496,11640,3,1,0.0018244609999929148
19511,31274,3,1,0.0018244609999929148
19512,15589,3,1,0.0018244609999929148
19535,33554,3,1,0.0018244609999929148
19567,23687,3,1,0.0018244609999929148
19612,5650,3,1,0.0018244609999929148
19670,4722,3,1,0.0018244609999929148
19764,37320,3,1,0.0018244609999929148
19800,19591,3,1,0.0018244609999929148
19922,27748,3,1,0.0018244609999929148
20045,3365,3,1,0.0018244609999929148
20066,3376,3,1,0.0018244609999929148
20070,20608,3,1,0.0018244609999929148
20079,36780,3,1,0.0018244609999929148
20132,21493,3,1,0.0018244609999929148
20193,3422,3,1,0.0018244609999929148
20258,3456,3,1,0.0018244609999929148
20349,6017,3,1,0.0018244609999929148
20354,25713,3,1,0.0018244609999929148
20382,31526,3,1,0.0018244609999929148
20538,29328,3,1,0.0018244609999929148
20563,26460,3,1,0.0018244609999929148
20682,3656,3,1,0.0018244609999929148
20716,23904,3,1,0.0018244609999929148
20736,22052,3,1,0.0018244609999929148
20850,1271,3,1,0.0018244609999929148
20960,3803,3,1,0.0018244609999929148
21001,11964,3,1,0.0018244609999929148
21011,37142,3,1,0.0018244609999929148
21077,3884,3,1,0.0018244609999929148
21135,5121,3,1,0.0018244609999929148
21139,37639,3,1,0.0018244609999929148
21211,29490,3,1,0.0018244609999929148
21324,11495,3,1,0.0018244609999929148
21367,27310,3,1,0.0018244609999929148
21368,18319,3,1,0.0018244609999929148
21384,33781,3,1,0.0018244609999929148
21387,25685,3,1,0.0018244609999929148
21451,3996,3,1,0.0018244609999929148
21459,34415,3,1,0.0018244609999929148
21460,31215,3,1,0.0018244609999929148
21464,13829,3,1,0.0018244609999929148
21551,26362,3,1,0.0018244609999929148
21563,11947,3,1,0.0018244609999929148
21571,29576,3,1,0.0018244609999929148
21600,6846,3,1,0.0018244609999929148
21622,21059,3,1,0.0018244609999929148
21690,31320,3,1,0.0018244609999929148
21737,4136,3,1,0.0018244609999929148
21803,11075,3,1,0.0018244609999929148
21849,13776,3,1,0.0018244609999929148
22000,19071,3,1,0.0018244609999929148
22061,28104,3,1,0.0018244609999929148
22085,28621,3,1,0.0018244609999929148
22088,4329,3,1,0.0018244609999929148
22149,31878,3,1,0.0018244609999929148
22286,37601,3,1,0.0018244609999929148
22462,4495,3,1,0.0018244609999929148
22495,25046,3,1,0.0018244609999929148
22562,7982,3,1,0.0018244609999929148
22568,29910,3,1,0.0018244609999929148
22618,4608,3,1,0.0018244609999929148
22625,15378,3,1,0.0018244609999929148
22740,4694,3,1,0.0018244609999929148
22743,12737,3,1,0.0018244609999929148
22756,4703,3,1,0.0018244609999929148
22841,25874,3,1,0.0018244609999929148
22844,34758,3,1,0.0018244609999929148
22893,132,3,1,0.0018244609999929148
22907,4783,3,1,0.0018244609999929148
22946,4809,3,1,0.0018244609999929148
23007,6885,3,1,0.0018244609999929148
23016,22897,3,1,0.0018244609999929148
23024,34692,3,1,0.0018244609999929148
23074,1961,3,1,0.0018244609999929148
23114,15098,3,1,0.0018244609999929148
23132,28633,3,1,0.0018244609999929148
23136,7586,3,1,0.0018244609999929148
23137,4935,3,1,0.0018244609999929148
23156,13044,3,1,0.0018244609999929148
23240,19634,3,1,0.0018244609999929148
23250,20089,3,1,0.0018244609999929148
23251,20142,3,1,0.0018244609999929148
23377,5066,3,1,0.0018244609999929148
23459,35329,3,1,0.0018244609999929148
23514,5179,3,1,0.0018244609999929148
23531,24924,3,1,0.0018244609999929148
23534,29496,3,1,0.0018244609999929148
23548,14685,3,1,0.0018244609999929148
23551,26865,3,1,0.0018244609999929148
23565,27049,3,1,0.0018244609999929148
23566,11131,3,1,0.0018244609999929148
23670,5219,3,1,0.0018244609999929148
23678,5226,3,1,0.0018244609999929148
23694,5239,3,1,0.0018244609999929148
23715,5251,3,1,0.0018244609999929148
23787,21289,3,1,0.0018244609999929148
23891,7596,3,1,0.0018244609999929148
23977,31905,3,1,0.0018244609999929148
23995,9365,3,1,0.0018244609999929148
24150,5546,3,1,0.0018244609999929148
24206,7962,3,1,0.0018244609999929148
24285,37417,3,1,0.0018244609999929148
24365,29330,3,1,0.0018244609999929148
24440,6074,3,1,0.0018244609999929148
24508,23846,3,1,0.0018244609999929148
24580,4410,3,1,0.0018244609999929148
24646,21060,3,1,0.0018244609999929148
24650,31213,3,1,0.0018244609999929148
24785,23678,3,1,0.0018244609999929148
24786,6998,3,1,0.0018244609999929148
24809,5810,3,1,0.0018244609999929148
24914,5889,3,1,0.0018244609999929148
24940,27009,3,1,0.0018244609999929148
24952,5913,3,1,0.0018244609999929148
24953,7262,3,1,0.0018244609999929148
24986,5939,3,1,0.0018244609999929148
25048,5979,3,1,0.0018244609999929148
25065,11272,3,1,0.0018244609999929148
25273,34264,3,1,0.0018244609999929148
25303,7615,3,1,0.0018244609999929148
25369,30090,3,1,0.0018244609999929148
25386,19770,3,1,0.0018244609999929148
25533,13762,3,1,0.0018244609999929148
25566,6201,3,1,0.0018244609999929148
25567,27084,3,1,0.0018244609999929148
25581,6211,3,1,0.0018244609999929148
25704,36739,3,1,0.0018244609999929148
